row#,Name,FIPS,Source,ToxPi Score,Overall Physical Health,Mental Health & Deaths of Despair,Chronic Disease,Chronic Disease Prevention,Access to Care
156,26163530200,26163530200,"+42.4111231,-083.1341948",0.289441009573756,0.129720853858785,0.531879194630873,0.254312743461324,0.252336448598131,0.278955807319665
157,26163530300,26163530300,"+42.4008029,-083.1306653",0.633772641710287,0.87192118226601,0.417785234899329,0.799109627156372,0.674864731923266,0.405182432306459
158,26163530400,26163530400,"+42.3909517,-083.1361282",0.532445456540063,0.463054187192118,0.466442953020134,0.683917640511965,0.636989670437777,0.411822831538323
159,26163530500,26163530500,"+42.3844331,-083.1340130",0.444881592233349,0.48111658456486,0.191275167785235,0.774067890929327,0.49631087063453,0.281637447252795
160,26163530800,26163530800,"+42.3716662,-083.1339332",0.683812864759476,0.804597701149425,0.432885906040269,0.908180300500835,0.834727004426955,0.438673411679894
161,26163530900,26163530900,"+42.3753050,-083.1262756",0.629065852393068,0.87192118226601,0.343959731543624,0.85920979410128,0.723561239547467,0.346677314506957
162,26163531100,26163531100,"+42.3748819,-083.1152689",0.66419534761134,0.844006568144499,0.496644295302014,0.899276572064552,0.826364977865224,0.254684324680409
163,26163531200,26163531200,"+42.3788297,-083.1020097",0.222891870938127,0.261083743842365,0.379194630872483,0.277128547579299,0.0649286768322676,0.13212375556422
164,26163531300,26163531300,"+42.3833022,-083.1097921",0.305221057971065,0.247947454844007,0.384228187919463,0.418475236505287,0.324151500245942,0.151302910340627
165,26163531400,26163531400,"+42.3803842,-083.1189728",0.478803247133503,0.458128078817734,0.283557046979866,0.765164162493044,0.611411706837187,0.275755240539684
166,26163531500,26163531500,"+42.3870970,-083.1235622",0.523739601672616,0.609195402298851,0.39261744966443,0.776850306065665,0.705853418593212,0.134181431740922
167,26163531600,26163531600,"+42.3941530,-083.1282997",0.409207431934006,0.571428571428571,0.352348993288591,0.499721758486366,0.359075258239056,0.263462578227445
168,26163531700,26163531700,"+42.3980117,-083.1171527",0.749362256956317,0.87192118226601,0.461409395973154,0.96661101836394,0.897196261682243,0.549673426496237
169,26163531800,26163531800,"+42.3903871,-083.1146956",0.664980017073049,0.824302134646962,0.379194630872483,0.927657206455203,0.832759468765372,0.360986644625223
170,26163531900,26163531900,"+42.3902385,-083.1062989",0.685266547893832,0.929392446633826,0.511744966442953,0.82582081246522,0.731431382193802,0.427943131733359
171,26163532200,26163532200,"+42.3884007,-083.0939521",0.462493220507831,0.770114942528736,0.258389261744967,0.715637173066221,0.55484505656665,0.0134796686325812
172,26163532300,26163532300,"+42.3840376,-083.0891148",0.168886249530886,0.234811165845649,0.407718120805369,0.19087367835281,0.000491883915395961,0.0105363987352046
173,26163532400,26163532400,"+42.3784502,-083.0840723",0.598107640684931,0.881773399014778,0.466442953020134,0.764607679465776,0.725528775209051,0.152185396714913
174,26163532600,26163532600,"+42.3689514,-083.0885598",0.322308207257463,0.293924466338259,0.365771812080537,0.467445742904842,0.318740777176586,0.165658237787091
175,26163532700,26163532700,"+42.3752477,-083.0927712",0.39025072459862,0.412151067323481,0.407718120805369,0.47968836950473,0.420068863748155,0.231627201611364
176,26163533000,26163533000,"+42.3655279,-083.0976664",0.557594808756624,0.668308702791461,0.164429530201342,0.915414579855314,0.714215445154944,0.325605785780056
177,26163533100,26163533100,"+42.3718956,-083.1019312",0.42201740435773,0.607553366174056,0.223154362416107,0.637729549248748,0.434825381210034,0.206824362739704
178,26163533200,26163533200,"+42.3687113,-083.1111289",0.436430518183577,0.688013136288998,0.209731543624161,0.671118530884808,0.481062469257255,0.132226910862662
179,26163533300,26163533300,"+42.3621943,-083.1067231",0.624368266686961,0.625615763546798,0.478187919463087,0.851419031719533,0.85243482538121,0.314183793324177
180,26163533400,26163533400,"+42.3633711,-083.1191094",0.703787633092622,0.960591133004926,0.461409395973154,0.919866444073456,0.814067879980325,0.36300331243125
181,26163533500,26163533500,"+42.3624806,-083.1312395",0.594445780055608,0.628899835796388,0.432885906040268,0.860322760155815,0.805705853418593,0.244414544866975
182,26163533600,26163533600,"+42.3563635,-083.1217128",0.675712652295053,0.807881773399015,0.453020134228188,0.870339454646633,0.823905558288244,0.423416340913187
183,26163533700,26163533700,"+42.3569040,-083.1335477",0.374350101276754,0.379310344827586,0.380872483221477,0.519198664440735,0.438760452533202,0.153608561360769
184,26163533900,26163533900,"+42.3685171,-083.0774349",0.227834154969004,0.15927750410509,0.414429530201342,0.258764607679466,0.169699950811608,0.136999182047512
185,26163534100,26163534100,"+42.3750600,-083.1423228",0.456608376688168,0.428571428571429,0.288590604026846,0.648859209794101,0.466797835710772,0.450222805337694
186,26163534200,26163534200,"+42.3798594,-083.1559200",0.603606118574676,0.747126436781609,0.337248322147651,0.788536449638286,0.639449090014757,0.505670294291078
187,26163534300,26163534300,"+42.3749313,-083.1627851",0.646165474481774,0.707717569786535,0.516778523489933,0.755147468002226,0.683226758484998,0.567957052645179
188,26163534400,26163534400,"+42.3693259,-083.1588593",0.693998344098632,0.817733990147783,0.468120805369128,0.801335559265442,0.734382685686178,0.648418680024629
189,26163534500,26163534500,"+42.3652492,-083.1451954",0.680298129502747,0.885057471264368,0.432885906040269,0.94268224819143,0.84751598622725,0.293349035790416
190,26163534600,26163534600,"+42.3555106,-083.1437193",0.537514994428929,0.768472906403941,0.300335570469799,0.766277128547579,0.62321692080669,0.229272445916636
191,26163534700,26163534700,"+42.3591263,-083.1538569",0.443198732568018,0.334975369458128,0.246644295302013,0.633834168057874,0.453516969995081,0.547022860026991
192,26163535000,26163535000,"+42.3603948,-083.1762139",0.573759016880863,0.543513957307061,0.422818791946309,0.70172509738453,0.601082144613871,0.599655093152546
193,26163535100,26163535100,"+42.3694786,-083.1753696",0.775929643668171,0.921182266009852,0.51006711409396,0.908736783528102,0.871126414166257,0.668535640542686
194,26163535200,26163535200,"+42.3783005,-083.1753987",0.539907849494463,0.660098522167488,0.531879194630873,0.505843071786311,0.50368912936547,0.498029329522171
195,26163535300,26163535300,"+42.3727250,-083.1899689",0.511144138598568,0.655172413793104,0.37751677852349,0.569282136894825,0.422036399409739,0.531712964371683
196,26163535400,26163535400,"+42.3619120,-083.1897249",0.450842226657074,0.443349753694581,0.464765100671141,0.584307178631052,0.416625676340384,0.345163423948213
197,26163535500,26163535500,"+42.3546687,-083.1894514",0.572017243786296,0.801313628899836,0.481543624161074,0.670005564830273,0.556320708312838,0.350902692727461
198,26163535600,26163535600,"+42.3551099,-083.1675599",0.363863388715979,0.244663382594417,0.0822147651006711,0.679465776293823,0.313821938022627,0.499151081568359
199,26163535700,26163535700,"+42.3624512,-083.1629391",0.464629007396975,0.607553366174056,0.322147651006711,0.509738452977184,0.363502213477619,0.520203353349303
200,26163536100,26163536100,"+42.4134413,-083.1504213",0.481008648108958,0.569786535303777,0.268456375838926,0.704507512520868,0.517461878996557,0.344830937884662
201,26163536200,26163536200,"+42.4127063,-083.1641142",0.306165495253598,0.280788177339901,0.214765100671141,0.535336672231497,0.306443679291687,0.193493846733763
202,26163536300,26163536300,"+42.4061973,-083.1501123",0.63628115891448,0.847290640394089,0.51006711409396,0.736783528102393,0.663059517953763,0.424204994028196
203,26163536400,26163536400,"+42.3989571,-083.1498100",0.47158145327472,0.663382594417077,0.322147651006711,0.584307178631052,0.430890309886867,0.35717953243189
204,26163536500,26163536500,"+42.3884460,-083.1445271",0.444477693521729,0.408866995073892,0.300335570469799,0.636616583194213,0.443679291687162,0.432890027183582
205,26163536600,26163536600,"+42.3899155,-083.1588972",0.418621415538644,0.25615763546798,0.359060402684564,0.607122982749026,0.44269552385637,0.428070532935281
206,26163536700,26163536700,"+42.3987581,-083.1643604",0.520628740286311,0.735632183908046,0.288590604026846,0.699499165275459,0.534677816035416,0.344743932185789
207,26163536800,26163536800,"+42.4064903,-083.1658850",0.427851159916511,0.545155993431856,0.416107382550336,0.52031163049527,0.370388588293163,0.287292204811931
208,26163536900,26163536900,"+42.4129308,-083.1776478",0.3891109269029,0.433497536945813,0.271812080536913,0.619365609348915,0.429414658140679,0.191464749542183
209,26163537000,26163537000,"+42.4057432,-083.1771291",0.452577786342792,0.61247947454844,0.370805369127517,0.589872008903729,0.424495818986719,0.265236260147556
210,26163537100,26163537100,"+42.3979765,-083.1765031",0.617114161723441,0.776683087027915,0.481543624161074,0.743461324429605,0.680767338908018,0.403115434090592
211,26163537200,26163537200,"+42.3881477,-083.1758564",0.526952882653523,0.628899835796388,0.468120805369128,0.62047857540345,0.53418593212002,0.383079264578632
212,26163537300,26163537300,"+42.3848282,-083.1918279",0.642958212763699,0.798029556650246,0.590604026845638,0.661658319421258,0.629119527791441,0.535379633109913
213,26163537500,26163537500,"+42.4053507,-083.1917756",0.226493733657037,0.234811165845649,0.389261744966443,0.250973845297718,0.101328086571569,0.156093825603807
214,26163537600,26163537600,"+42.4126361,-083.1920649",0.412821634170214,0.628899835796388,0.14261744966443,0.703951029493601,0.424003935071323,0.16463592082533
215,26163537700,26163537700,"+42.3980970,-083.1914647",0.636076616189156,0.765188834154352,0.508389261744966,0.776293823038397,0.705361534677816,0.425149627330249
216,26163537800,26163537800,"+42.3918919,-083.1877019",0.479227435478451,0.392446633825944,0.451342281879195,0.584307178631052,0.535169699950812,0.432871383105252
217,26163538100,26163538100,"+42.4413341,-083.1269354",0.190078205865805,0.0197044334975369,0.36241610738255,0.242626599888703,0.0398425971470733,0.285801291413159
218,26163538200,26163538200,"+42.4349753,-083.1300384",0.174106481985099,0.0262725779967159,0.296979865771812,0.217584863661658,0.0477127397934088,0.2819823627019
219,26163538300,26163538300,"+42.4269590,-083.1237435",0.351425060338293,0.471264367816092,0.422818791946309,0.253756260434057,0.176094441711756,0.433191439783251
220,26163538400,26163538400,"+42.4244427,-083.1362309",0.165308700267114,0.0197044334975369,0.352348993288591,0.207011686143573,0,0.247478388405869
221,26163538500,26163538500,"+42.4206842,-083.1507627",0.258252655816111,0.213464696223317,0.231543624161074,0.459654980523094,0.214953271028037,0.171646707145032
222,26163538600,26163538600,"+42.4278669,-083.1510894",0.267183216105189,0.374384236453202,0.186241610738255,0.420701168614357,0.179045745204132,0.175543319516
223,26163538700,26163538700,"+42.4240331,-083.1655643",0.320177756387316,0.367816091954023,0.147651006711409,0.633277685030607,0.342843089030989,0.109300909209553
224,26163538800,26163538800,"+42.4350112,-083.1659258",0.258849069932026,0.38423645320197,0.189597315436242,0.382860322760156,0.225282833251353,0.11226842501041
225,26163538900,26163538900,"+42.4350607,-083.1513465",0.21215742714176,0.110016420361248,0.213087248322148,0.373400111296606,0.145597638957206,0.218685716771591
226,26163539000,26163539000,"+42.4423439,-083.1516011",0.453770485778914,0.571428571428571,0.226510067114094,0.682804674457429,0.474667978357108,0.313441137537366
227,26163539100,26163539100,"+42.4421933,-083.1662919",0.376677086427468,0.487684729064039,0.192953020134228,0.613800779076238,0.370388588293163,0.21855831556967
228,26163539200,26163539200,"+42.4418860,-083.1852528",0.407419301551881,0.469622331691297,0.134228187919463,0.771285475792988,0.47319232661092,0.188768185744738
229,26163539300,26163539300,"+42.4348464,-083.1809086",0.200850771765915,0.134646962233169,0.209731543624161,0.414023372287145,0.204623708804722,0.0412282718803796
230,26163539400,26163539400,"+42.4258579,-083.1758620",0.289829333034535,0.298850574712644,0.104026845637584,0.652754590984975,0.35612395474668,0.0373906990907904
231,26163539500,26163539500,"+42.4198239,-083.1873321",0.288882679590457,0.413793103448276,0.0620805369127517,0.654424040066778,0.306443679291687,0.00767203823278996
232,26163539600,26163539600,"+42.4267839,-083.1911640",0.250228531329948,0.285714285714286,0.211409395973154,0.503060656649972,0.23659616330546,0.0143621550068673
233,26163539700,26163539700,"+42.4346911,-083.1956884",0.35459343779604,0.42200328407225,0.0503355704697987,0.807456872565387,0.4146581406788,0.0785133211939668
234,26163540100,26163540100,"+42.4409076,-083.2102951",0.335948247337363,0.362889983579639,0.352348993288591,0.480801335559266,0.362026561731431,0.121674362527888
235,26163540200,26163540200,"+42.4338414,-083.2097474",0.526973381110227,0.747126436781609,0.562080536912752,0.56316082359488,0.552877520905066,0.209621587356829
236,26163540300,26163540300,"+42.4266089,-083.2094015",0.373779098168463,0.435139573070608,0.317114093959732,0.627156371730662,0.367929168716183,0.121556283365132
237,26163540400,26163540400,"+42.4193657,-083.2091493",0.393509363759093,0.490968801313629,0.224832214765101,0.700612131329994,0.451549434333497,0.0995842370532412
238,26163540500,26163540500,"+42.4237296,-083.2251159",0.275045324705713,0.213464696223317,0.315436241610738,0.424596549805231,0.266601082144614,0.155128053744663
239,26163540600,26163540600,"+42.4224753,-083.2339950",0.233537210665722,0.147783251231527,0.370805369127517,0.32220367278798,0.136251844564683,0.190641915616902
240,26163540700,26163540700,"+42.4334044,-083.2292261",0.388908877300611,0.392446633825944,0.451342281879195,0.529215358931553,0.390555828824397,0.180984283041968
241,26163540800,26163540800,"+42.4405745,-083.2295474",0.254443482044788,0.238095238095238,0.357382550335571,0.356149137451308,0.188391539596655,0.132198944745167
242,26163540900,26163540900,"+42.4401121,-083.2489699",0.235587309226846,0.210180623973727,0.204697986577181,0.450194769059544,0.20363994097393,0.109223225549845
243,26163541000,26163541000,"+42.4329511,-083.2487283",0.355049425399139,0.48440065681445,0.302013422818792,0.470784641068448,0.321692080668962,0.196356325625043
244,26163541100,26163541100,"+42.4222559,-083.2439581",0.668421979441401,0.909688013136289,0.614093959731544,0.688369504730106,0.701918347270044,0.428040072339024
245,26163541200,26163541200,"+42.4220120,-083.2537031",0.443923839122966,0.288998357963875,0.741610738255034,0.344462993878687,0.464338416133792,0.38020868938344
246,26163541300,26163541300,"+42.4215788,-083.2821395",0.414013373015003,0.349753694581281,0.714765100671141,0.315525876460768,0.413182488932612,0.276839704429212
247,26163541400,26163541400,"+42.4244065,-083.2688858",0.400054389779552,0.313628899835796,0.464765100671141,0.504173622704508,0.445646827348746,0.27205749833757
248,26163541500,26163541500,"+42.4362189,-083.2633513",0.271129100587668,0.192118226600985,0.226510067114094,0.535336672231497,0.266601082144614,0.13507945484715
249,26163541700,26163541700,"+42.4361333,-083.2731759",0.476727088749537,0.620689655172414,0.352348993288591,0.677239844184753,0.514018691588785,0.219338259513141
250,26163541800,26163541800,"+42.4356241,-083.2828630",0.328885344497222,0.38423645320197,0.531879194630873,0.270450751252087,0.289227742252828,0.168632581148351
251,26163542100,26163542100,"+42.4121468,-083.2090072",0.363732676241504,0.569786535303777,0.332214765100671,0.426265998887034,0.273979340875553,0.216416741040483
252,26163542200,26163542200,"+42.4049237,-083.2086673",0.394777759105894,0.543513957307061,0.263422818791946,0.578742348358375,0.312346286276439,0.275863384795649
253,26163542300,26163542300,"+42.3984056,-083.2054071",0.369781433220577,0.35303776683087,0.436241610738255,0.423483583750696,0.296114117068372,0.34003008771469
254,26163542400,26163542400,"+42.3908903,-083.2036174",0.455081588052358,0.650246305418719,0.37751677852349,0.502504173622705,0.359075258239056,0.386065424457818
255,26163542500,26163542500,"+42.3927935,-083.2132702",0.244954889864001,0.100164203612479,0.337248322147651,0.331107401224263,0.116084604033448,0.340169918302165
256,26163542600,26163542600,"+42.3829687,-083.2077387",0.360943494161107,0.476190476190476,0.380872483221477,0.316082359488036,0.20609936055091,0.425472791354636
257,26163542700,26163542700,"+42.3824612,-083.2268100",0.58601015857617,0.614121510673235,0.708053691275168,0.454646633277685,0.536153467781604,0.617075489873158
258,26163542800,26163542800,"+42.3901406,-083.2243491",0.235866310015894,0.155993431855501,0.333892617449664,0.245965498052309,0.0427939006394491,0.400686102082544
259,26163542900,26163542900,"+42.3988392,-083.2260719",0.207612580204129,0.0722495894909688,0.385906040268456,0.19087367835281,0.015248401377275,0.373785191531133
260,26163543000,26163543000,"+42.4068106,-083.2257349",0.202632889862369,0.229885057471264,0.411073825503356,0.165275459098498,0.0113133300541072,0.19561677718462
261,26163543100,26163543100,"+42.4126595,-083.2284219",0.177857986882276,0.0509031198686371,0.401006711409396,0.206455203116305,0.0526315789473684,0.178293321069673
262,26163543200,26163543200,"+42.4112995,-083.2475927",0.238911406681692,0.198686371100164,0.436241610738255,0.172509738452977,0.0909985243482538,0.296120788768807
263,26163543400,26163543400,"+42.4015679,-083.2374736",0.301859444331342,0.274220032840723,0.432885906040268,0.204785754034502,0.144121987211018,0.453283541530201
264,26163543500,26163543500,"+42.4040427,-083.2498756",0.657709192130545,0.600985221674877,0.827181208053691,0.395659432387312,0.611411706837187,0.853308391699656
265,26163543600,26163543600,"+42.3968066,-083.2510232",0.777082807669435,0.96551724137931,0.748322147651007,0.708959376739009,0.792916871618298,0.669698400959549
266,26163543700,26163543700,"+42.3894635,-083.2386147",0.740657692955458,0.699507389162562,0.661073825503356,0.599332220367279,0.785538612887359,0.957836416856733
267,26163543800,26163543800,"+42.3894072,-083.2540332",0.449370008244889,0.371100164203612,0.614093959731544,0.298831385642738,0.412690605017216,0.550133926629337
268,26163543900,26163543900,"+42.3819469,-083.2493385",0.802801778819876,0.702791461412151,0.709731543624161,0.753478018920423,0.848007870142646,1
269,26163544000,26163544000,"+42.3823964,-083.2671854",0.425652223781387,0.423645320197044,0.62751677852349,0.270450751252087,0.299557304476144,0.507090964458172
270,26163544100,26163544100,"+42.3929346,-083.2685039",0.404400998627515,0.535303776683087,0.530201342281879,0.274902615470228,0.209050664043286,0.472546594659093
271,26163544200,26163544200,"+42.4073688,-083.2619700",0.647933532189101,0.663382594417077,0.671140939597315,0.531997774067891,0.607968519429415,0.765177833433804
272,26163544300,26163544300,"+42.4086903,-083.2749743",0.538686088366522,0.464696223316913,0.761744966442953,0.470784641068448,0.580423020167241,0.415781590837057
273,26163545100,26163545100,"+42.3757244,-083.2071726",0.424474264012594,0.573070607553366,0.553691275167785,0.179744017807457,0.275454992621741,0.540410426912622
274,26163545200,26163545200,"+42.3688227,-083.2069235",0.411556201341895,0.32183908045977,0.545302013422819,0.324429604897051,0.276930644367929,0.589279663561908
275,26163545300,26163545300,"+42.3616038,-083.2068681",0.522047742193906,0.638752052545156,0.335570469798658,0.725097384529772,0.528283325135268,0.382535478960674
276,26163545400,26163545400,"+42.3543681,-083.2066365",0.626688614656176,0.742200328407225,0.525167785234899,0.721202003338898,0.725036891293655,0.419836065006203
277,26163545500,26163545500,"+42.3471339,-083.2064028",0.680863681831414,0.440065681444992,0.807046979865772,0.580968280467446,0.679783571077226,0.896453896301637
278,26163545600,26163545600,"+42.3399009,-083.2060508",0.627966695066661,0.417077175697865,0.870805369127517,0.427935447968837,0.590752582390556,0.833262900148531
279,26163545700,26163545700,"+42.3328249,-083.2242628",0.552528416857994,0.525451559934318,0.681208053691275,0.324986087924318,0.441711756025578,0.789284626714478
280,26163545800,26163545800,"+42.3396092,-083.2268502",0.646098493546736,0.446633825944171,0.899328859060403,0.395659432387312,0.579931136251845,0.908939214089951
281,26163545900,26163545900,"+42.3468695,-083.2259311",0.500762738430908,0.298850574712644,0.751677852348993,0.219810795770729,0.425971470732907,0.807502998589265
282,26163546000,26163546000,"+42.3540965,-083.2261440",0.686472280331188,0.587848932676519,0.73489932885906,0.51085141903172,0.661091982292179,0.937669738796463
283,26163546100,26163546100,"+42.3508568,-083.2405854",0.563842316587586,0.522167487684729,0.74496644295302,0.264329437952142,0.431382193802263,0.856366020545774
284,26163546200,26163546200,"+42.3464216,-083.2528230",0.328361308690116,0.177339901477833,0.666107382550336,0.24819143016138,0.354156419085096,0.196011410175938
285,26163546300,26163546300,"+42.3664397,-083.2586109",0.174031049968879,0.0443349753694581,0.474832214765101,0.102949360044519,0.0816527299557304,0.166385969709587
286,26163546400,26163546400,"+42.3754399,-083.2413545",0.592211422675986,0.61247947454844,0.687919463087248,0.499165275459099,0.538612887358583,0.622880012926561
287,26163546500,26163546500,"+42.3682497,-083.2411333",0.57193304478478,0.783251231527094,0.293624161073826,0.736227045075125,0.50122970978849,0.545333076459365
288,26163546600,26163546600,"+42.3610566,-083.2415451",0.697057868496651,0.74055829228243,0.706375838926175,0.468558708959377,0.632070831283817,0.937725671031453
289,26163546700,26163546700,"+42.3613063,-083.2262460",0.498501865503451,0.399014778325123,0.513422818791946,0.404006677796327,0.372356123954747,0.803708928649112
290,26163546800,26163546800,"+42.3697567,-083.2297901",0.473692659565148,0.500821018062397,0.598993288590604,0.376182526432944,0.360550909985244,0.531915554754551
291,26163546900,26163546900,"+42.3739170,-083.2228469",0.463250021598138,0.609195402298851,0.402684563758389,0.457429048414023,0.340875553369405,0.506065540150023
292,26163550100,26163550100,"+42.3681537,-082.9237513",0.218506460161928,0.00492610837438424,0.493288590604027,0.170840289371174,0.199704869650762,0.22377244280929
293,26163551600,26163551600,"+42.4340457,-082.9401024",0.342161511570314,0.51559934318555,0.62248322147651,0.163606010016695,0.296114117068372,0.113004866104444
294,26163552800,26163552800,"+42.3879631,-083.0514612",0.609024919499049,0.597701149425287,0.963087248322148,0.449638286032276,0.76094441711756,0.273753496597972
295,26163553300,26163553300,"+42.3971272,-083.1054361",0.708630301357945,0.811165845648604,0.50503355704698,0.920979410127991,0.963108706345303,0.342863987620848
296,26163553600,26163553600,"+42.4008134,-083.0848809",0.328917830788906,0.399014778325123,0.37248322147651,0.427935447968837,0.353172651254304,0.0919830549197562
297,26163555400,26163555400,"+42.3676767,-083.2707820",0.224328089656023,0.197044334975369,0.464765100671141,0.144129104062326,0.159862272503689,0.155839636067591
298,26163573500,26163573500,"+42.3143412,-083.1525188",0.627149492633137,0.441707717569787,1,0.502504173622705,0.713231677324152,0.478303894649044
299,26163573600,26163573600,"+42.3391406,-083.1605742",0.544161701748052,0.29064039408867,0.956375838926174,0.405119643850863,0.49385145105755,0.574821180817003
300,26163577000,26163577000,"+42.2522226,-083.1670939",0.4582207043292,0.231527093596059,0.63758389261745,0.366722314969393,0.432365961633055,0.622904258830041
301,26163577100,26163577100,"+42.2577829,-083.1756791",0.531880156538457,0.605911330049261,0.827181208053691,0.232053422370618,0.424003935071323,0.570250887147394
302,26163578600,26163578600,"+42.2757597,-083.1776386",0.444242300268697,0.284072249589491,0.701342281879195,0.371730662214803,0.442203639940974,0.421862667719021
303,26163579900,26163579900,"+42.3201738,-083.2373533",0.255533270207998,0.0213464696223317,0.493288590604027,0.210350584307179,0.254303984259715,0.298376722246736
304,26163985000,26163985000,"+42.3453308,-083.1280797",0.484096893058837,0.466338259441708,0.471476510067114,0.485253199777407,0.47811116576488,0.519305330243076
305,26163985100,26163985100,"+42.3777226,-083.0564328",0.198578999784518,0.22824302134647,0.530201342281879,0.010016694490818,0.0713231677324152,0.153110773071009
306,26163985200,26163985200,"+42.3785776,-082.9715216",0.450479755422036,0.466338259441708,0.471476510067114,0.485253199777407,0.47811116576488,0.351219642059071
307,26163985300,26163985300,"+42.3203926,-083.0701382",0.492950965857748,0.466338259441708,0.471476510067114,0.485253199777407,0.47811116576488,0.563575694237632
308,26163985500,26163985500,"+42.3418558,-082.9781710",0.462540609693705,0.466338259441708,0.471476510067114,0.485253199777407,0.47811116576488,0.411523913417416
309,26163985700,26163985700,"+42.3018740,-083.1653012",0.469383109014336,0.466338259441708,0.471476510067114,0.485253199777407,0.47811116576488,0.445736410020571
310,26163985900,26163985900,"+42.3662243,-083.0526570",0.403010811628857,0.466338259441708,0.471476510067114,0.485253199777407,0.47811116576488,0.113874923093177
